ticket_id,description,category,priority
T009325,Integration webhook not triggering,Vendor,High
T009802,"Issue cannot escalation, compatibility, vendor support error",Vendor,High
T006618,Kubernetes ConfigMap not updating deployed pods,DevOps,High
T000632,Network interface MTU mismatch causing fragmentation,Network,Critical
T001232,Application database connection string incorrect after migration,Application,High
T008284,Mailbox size exceeding quota preventing new mail,Email,High
T003697,"Issue throwing firewall, anomaly, attack, prevention error",Security,Critical
T006446,Deployment rollback failed leaving system in inconsistent state,DevOps,Critical
T008817,Disaster recovery runbook outdated,Backup,Critical
T006794,Artifact repository access denied for build job,DevOps,Critical
T003646,"Issue causing quarantine, certificate error",Security,High
T004128,Suspicious process detected running with elevated privileges,Security,Critical
T003593,"Issue experiencing threat, encryption error",Security,High
T004816,"Issue unable to memory, provisioning, resource pool, host error",Virtualization,High
T007028,"Issue unable to orchestration, GitLab, configuration error",DevOps,Medium
T004493,DRS unable to balance workloads across hosts,Virtualization,High
T008306,"Issue experiencing calendar, authentication, quota error",Email,High
T002562,Kubernetes pod eviction due to memory pressure,Cloud,High
T003656,Password reset tokens expiring unexpectedly,Security,High
T003703,Firewall rule blocking legitimate business application,Security,High
T008081,Outlook unable to connect to mailbox server,Email,High
T005779,Alert escalation policy not triggering correctly,Monitoring,Critical
T001697,Database connection pool exhausted,Database,Critical
T005719,"Issue causing memory, metric, threshold error",Monitoring,Critical
T004071,SSL/TLS vulnerability detected on web server,Security,High
T003941,DDoS attack detected targeting company infrastructure,Security,High
T002941,Shell script returning permission denied on NFS mount,Unix,Medium
T006062,Alert notification email not being delivered,Monitoring,Critical
T000022,BGP route flapping causing intermittent connectivity,Network,High
T001202,Application metrics export failing with write errors,Application,High
T003965,"Issue causing threat, quarantine error",Security,Medium
T009830,Vendor feature deprecation breaking integration,Vendor,High
T000489,BGP route flapping causing intermittent connectivity,Network,Critical
T001448,"Issue cannot archive, bloat, sharding error",Database,High
T005474,LUN mapping error preventing server access,Storage,High
T002952,Iptables rules blocking legitimate traffic,Unix,High
T002110,"Issue cannot statistics, vacuum, query, connection error",Database,High
T002134,DynamoDB read capacity throttled during spike,Database,Critical
T004336,ESXi host showing CPU throttling during peak usage,Virtualization,High
T007053,Artifact repository access denied for build job,DevOps,High
T002144,"Issue cannot archive, lock, replication error",Database,High
T009381,Integration webhook not triggering,Vendor,High
T005676,iSCSI connection timeout to storage array,Storage,High
T007721,Workstation disk drive making unusual noise,Hardware,Medium
T004271,Security token refresh failing for API integration,Security,High
T009222,Cloud backup bandwidth throttling,Backup,High
T004229,"Issue throwing detection, certificate error",Security,High
T001358,"Issue cannot crash, error error",Application,Critical
T008383,"Issue showing Outlook, Gmail, meeting, Slack error",Email,High
T006706,Secret management failing during deployment,DevOps,Medium
T002052,Database index becoming bloated after bulk insert,Database,High
T003975,"Issue showing patch, anomaly error",Security,Critical
T004475,VM automatic startup failing after host reboot,Virtualization,High
T008855,Replication lag growing for backup mirror,Backup,High
T009307,Vendor system unreachable during deployment,Vendor,Low
T005613,Storage archival job failing to complete,Storage,High
T000627,"Issue causing uplink, congestion error",Network,Medium
T009941,License key validation error,Vendor,High
T003616,VPN access being blocked by security policy,Security,High
T000731,Java application OutOfMemory error in production,Application,High
T001029,"Issue causing exception, memory, user, authorization error",Application,Critical
T000904,API rate limiting throttling legitimate requests,Application,Critical
T003086,Permission denied when accessing /opt/application directory,Unix,High
T004888,Virtual machine suspended unexpectedly,Virtualization,High
T002570,Terraform applying infrastructure changes failing,Cloud,Medium
T003342,Apache SSL module not loaded after system update,Unix,Medium
T007210,Laptop screen flickering intermittently,Hardware,High
T006665,Kubernetes ConfigMap not updating deployed pods,DevOps,Critical
T003021,Iptables rules blocking legitimate traffic,Unix,High
T009887,"Issue showing subscription, license error",Vendor,Medium
T001023,Application request handling timeout in production,Application,High
T002820,EBS volume attachment experiencing I/O timeout,Cloud,Medium
T007168,Printer print quality degraded,Hardware,High
T005391,Storage pool fragmentation increasing response time,Storage,High
T004641,vCenter database size exceeding retention limits,Virtualization,High
T001721,MySQL replication lag increasing beyond threshold,Database,High
T002455,Terraform applying infrastructure changes failing,Cloud,High
T005456,RAID array degraded after disk failure,Storage,High
T005294,Disk encryption key rotation incomplete,Storage,High
T000578,RDP connection timeout to database server,Network,High
T009994,Vendor notification system not alerting properly,Vendor,High
T007430,Hardware diagnostic test indicating failure,Hardware,High
T008217,Calendar sync not working across devices,Email,Critical
T001617,Database checkpoint not completing in time,Database,Critical
T002362,"Issue throwing CloudFront, image, auto scaling error",Cloud,High
T003773,SSL/TLS vulnerability detected on web server,Security,Critical
T004003,Two-factor authentication system experiencing outage,Security,Low
T009403,"Issue causing license, integration, SaaS error",Vendor,High
T003375,Disk space 95% full on /var partition,Unix,High
T007901,"Issue unable to Outlook, collaboration, meeting, calendar error",Email,Critical
T009833,Integration webhook not triggering,Vendor,Medium
T004828,"Issue causing ESXi, DRS, vMotion error",Virtualization,Critical
T005414,"Issue unable to S3, encryption, storage pool, controller error",Storage,High
T001192,Application JSON parsing error from third party API,Application,High
T009273,Cloud backup bandwidth throttling,Backup,High
T006559,Build artifact size exceeding storage quota,DevOps,Medium
T008447,"Issue throwing SMTP, synchronization error",Email,High
T002555,CloudFront distribution returning 403 errors,Cloud,High
T005689,"Issue showing deduplication, retention, disk, replication error",Storage,High
T009619,"Issue showing deprecation, escalation, integration error",Vendor,Critical
T008426,Outlook profile corruption preventing email access,Email,Medium
T000362,"Issue throwing WAN, congestion, throughput error",Network,High
T003476,SELinux policy blocking application access,Unix,High
T000412,Slow network performance in building A,Network,Medium
T005438,NFS mount showing stale handle errors,Storage,Critical
T004062,SSL/TLS vulnerability detected on web server,Security,High
T008404,Meeting room booking system not updating,Email,Medium
T008694,"Issue cannot verification, tape, archival, restore error",Backup,High
T003783,Unauthorized access attempt detected in audit logs,Security,Critical
T001241,Application unable to parse XML response,Application,High
T003883,"Issue showing incident, exploit, breach, encryption error",Security,High
T009099,Cloud backup bandwidth throttling,Backup,High
T000143,Network interface MTU mismatch causing fragmentation,Network,High
T003489,User file permissions reset to 000 on shared folder,Unix,Medium
T003229,Sudo audit log not being written correctly,Unix,High
T007888,Meeting room booking system not updating,Email,High
T006588,"Issue cannot GitLab, Jenkins error",DevOps,High
T005998,Alert notification email not being delivered,Monitoring,High
T007351,Laptop battery not holding charge,Hardware,High
T005034,Volume expansion unable to complete,Storage,Critical
T003040,"Issue showing PAM, PID, process, disk space error",Unix,Medium
T005265,Storage array firmware update interrupted,Storage,High
T003911,Insider threat alert triggered for suspicious file access,Security,High
T006720,Version control merge conflict preventing release,DevOps,High
T007294,Printer toner cartridge incorrectly detected,Hardware,Critical
T004181,Password reset tokens expiring unexpectedly,Security,High
T008877,"Issue throwing restore, recovery error",Backup,High
T008279,Email encryption certificate expired,Email,High
T002679,Lambda function timeout during image processing,Cloud,Critical
T009688,Support ticket escalation not proceeding,Vendor,High
T006101,"Issue throwing alert, network error",Monitoring,Medium
